LENGTH,STRASS_ID,RICHTPLANT,STRADATNAM,UNTERHALT,EIGENTUM,STRASSTYP,UREG_TEXT,JAHR,SHAPE.LEN
152.38642065,4402,30,30061,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,152.386524530592
584.70608113,4424,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,584.706043858274
86.91154906,4413,30,30051.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,86.91156220301089
24.82074177,4410,30,30051.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,24.820710015392002
313.71010226,4422,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,313.71005882710205
207.95682913,445,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,207.956827106409
723.84393304,4477,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,723.8440318943041
51.70975434,4304,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,51.7097924198022
36.18768966,4301,30,30054,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,36.1877215407946
176.28293489,4328,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,176.282893797654
507.7879571,4329,30,30054,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,507.787968504183
307.81104329,4297,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,307.81105322049
92.13838997,4287,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,92.1383815825639
63.30801309,4324,30,30052.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,63.30800502507179
177.65178419,4467,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,177.65179265707602
23.88471234,4432,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,23.8847456889937
284.04835273,4426,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,284.048400539619
322.17123387,4427,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,322.17119274510105
374.15310537,4430,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,374.15312638068997
330.39113925,4492,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,330.39114385542
108.49916034,4550,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,108.499201431927
113.70775788,4518,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,113.707728352537
253.12078809,4542,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,253.120839789755
113.8981009,278,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,113.898048979193
137.55789996,4537,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,137.55794074712202
25.74515408,4509,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,25.7451277353955
446.651117,4513,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,446.65118872774605
235.14674154,4540,30,4,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,235.146748373115
106.88886742,4503,23,30039,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,106.88881682175
160.18483466,4535,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,160.184807759815
195.38128807,1489,23,30039,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,195.38130656220102
42.3916869,370,23,30012.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,42.3917576087616
139.69263265,4746,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,139.692632650115
253.63951203,1662,12,16132,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,253.63954944518
79.87337808,972,12,16132,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,79.8733773467405
72.90912447,1658,10,10012,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,72.90911077931501
157.43420803,377,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,157.434133272404
154.08884493,4734,30,30040,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,154.088785466783
66.16990804,974,12,16139,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,66.1699076975533
27.70852011,1299,12,16138,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,27.7085659148935
336.51861622,4744,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,336.518616010062
153.48070922,976,12,16140,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,153.48070522556603
151.06711011,4758,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,151.067101973011
579.70518161,4769,30,1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,579.705171380091
210.230992,4727,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,210.23099268005802
654.32837897,4725,23,30038,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,654.328449070769
129.01457452,4724,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,129.014554304912
238.33122543,1225,12,16016,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,238.33115716745303
378.37475457,6518,10,10101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,378.374762511272
749.06051636,4122,23,347,UB12,Kanton,Hauptverkehrsstrassen (HVS) Kanton,IV,05_12_2017,749.060520179401
101.7214948,4307,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,101.721535604929
173.34254377,4237,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,173.34254251101
293.14436442,4238,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,293.14440252522104
812.77430586,4242,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,812.7743402247751
232.53112695,4244,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,232.531135138038
34.34733085,4267,30,30090,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,34.3473103025082
269.32415014,4464,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,269.324141126654
113.31943584,4276,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,113.319482207737
112.23688612,981,12,16133,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,112.2369230571
165.228803,679,10,10012,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,165.228870972464
28.76894147,209,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,28.768972192450697
123.14489741,841,12,16077,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,123.144896669708
665.62965335,607,10,10101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,665.629614374575
119.90116718,386,23,351,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,119.901176643212
620.27745834,1969,1, ,unbekannt,unbekannt,Gemeindestrassen,,05_12_2017,620.277442852975
11.47706713,5970,23,351,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,11.4770693685278
268.22111465,4782,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,268.221056291174
13.74823106,5965,23,351,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,13.7482714120721
19.826072999999997,5963,23,K-001,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,19.82603607251
369.92463909,603,10,10010,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,369.924639704598
98.41938267,835,12,16143,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,98.4193326968889
236.1814511,199,30,588,UB1,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,I,05_12_2017,236.18145069971203
499.96313842,1233,10,10510,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,499.963189734285
97.38312097,4902,30,30089,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,97.3831105488797
511.71648145,4896,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,511.716506942443
323.2504771,4886,30,30023,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,323.250410767309
261.97138601,4854,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,261.97143874150004
81.88892655,4789,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,81.88894094227989
324.76388901,4815,30,30069,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,324.763880640606
33.4480863,4795,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,33.4480330030857
186.23322432,4847,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,186.233176780251
176.6294136,4849,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,176.629439843376
144.60139043,4879,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,144.601413304677
236.56930884,4820,23,30013.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,236.56935649803
276.85883499,4895,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,276.85881440912505
630.45516694,4806,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,630.455220521634
1075.25684565,3362,23,17,UB3,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,1075.2568736366602
453.96446408,5001,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,453.96442516647403
533.57163783,5000,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,533.571586168489
184.16294753,5007,1, ,unbekannt,unbekannt,Gemeindestrassen,,05_12_2017,184.162933995309
376.17520142,5006,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,376.17518385501705
764.48335446,5018,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,764.4833890210909
434.47579379,4997,30,30079,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,434.475833810418
436.99374507,4912,30,30023,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,436.99372172416
23.89953804,238,30,30074.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,23.8995169136502
370.4214391,4872,30,30024,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,370.42146578596703
262.46499504,4933,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,262.46506639235105
64.04660624,4962,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,64.0466154796013
191.9638808,4964,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,191.96387086916303
181.79171945,4936,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,181.791660415822
138.80193839,4963,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,138.80196288345903
259.82778273,4971,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,259.827748966652
411.98968031,4891,23,30071,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,411.98968060191
171.90700189,7511,23,3.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,171.907052365857
1437.02940424,223,30,30049,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,1437.02937893402
1521.11283062,4581,30,30032.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,1521.11282935758
1024.27480517,4636,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,1024.27479081107
322.42729565,826,12,16043,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,322.427314126562
70.31016262,1033,12,A1 R BUSN,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,70.3101411387255
39.98182189,827,12,16009,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,39.9817630143275
129.60285117,7015,23,4.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,129.60284898437
251.45050872,1413,12,16175,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,251.450524457777
345.41505246,4990,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,345.41508310752204
55.5000229,478,23,4.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,55.500046940911
86.34393931,2522,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,86.34389325727449
148.51326974,284,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,148.51325401090602
70.28398105,5225,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,70.2839170445842
62.71045019,5205,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,62.71046435962659
245.02724977,4943,30,30066,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,245.02722547402
128.25570165,5041,30,30066,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,128.25569498612901
305.43551748,5058,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,305.43551041268597
32.00160667,5059,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,32.001606669822095
106.4353847,5040,30,30066,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,106.4353147118
321.30200999,5029,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,321.302043591076
134.83565141,5128,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,134.835577095008
74.75748918,5052,30,30067,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,74.7575302973183
75.04979148,5191,30,30066,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,75.0498166547128
263.08430562,5037,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,263.084308302649
114.44985123,5036,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,114.44989696343401
87.83554425,5171,30,30064,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,87.8355682582299
78.08552929,5141,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,78.08556340124589
262.23129974,5138,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,262.231275449428
79.13383297,5164,30,30094,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,79.13388591403401
113.33872331,5229,30,30068,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,113.33869234599
182.20075809,5212,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,182.200760549379
449.52973242,4596,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,449.529717240282
445.57557216,5123,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,445.575573129998
224.79321745,4605,30,30048,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,224.79321731924202
88.99165632,5127,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,88.9916660873525
132.92251163,5100,30,30050.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,132.92247520359402
229.40342233,5105,23,30009,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,229.403459570456
147.82072878,4442,30,30049,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,147.820698113327
212.78515761,4563,30,30047.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,212.785166026361
234.83719022,228,30,17,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,234.83719784086702
520.76507364,4429,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,520.765008422183
1427.63658361,1666,11,10012,Werkhof Urdorf,Nationalstrasse,HLS Bund nicht richtungsgetrennt,GE VII,05_12_2017,1427.63654149095
66.66195614,4664,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,66.6619561384153
128.45846528,4667,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,128.45845474873502
786.29962963,4669,30,30085,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,786.29967714909
199.9703452,4661,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,199.97041651376702
342.49831637,4655,30,30034.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,342.498316370986
405.57431452,4656,30,30034.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,405.574269581627
153.23551847,4555,30,30034,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,153.235489809767
84.9562871,4517,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,84.9563236049612
156.03113725,4519,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,156.031164382159
194.90526507,4516,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,194.905294489514
92.94286963,4384,23,30012.6,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,92.9429037599299
81.57546633,4382,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,81.5754952215538
237.9556024,4151,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,237.955560189676
150.77622188,4152,23,347.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,150.776179340822
380.46092053,4149,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,380.460877420879
353.8313388,4178,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,353.831314590512
220.20389738,4348,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,220.203827020338
199.68348899,4347,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,199.683517859964
169.83836191,440,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,169.838276692542
111.37150717,4356,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,111.371507165926
102.6934077,4162,30,30057,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,102.69340010058102
183.15937597,4364,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,183.159374504625
120.28340805,4207,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,120.283500376809
365.71579987,4284,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,365.71576329721705
247.71452325,4308,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,247.71445399062202
24.80199321,4405,30,30061,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,24.8019932045793
103.78085321,5211,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,103.780810531645
189.79347387,232,30,30047,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,189.793492163187
89.48148212,4412,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,89.4814445342592
50.01516755,4414,30,30051.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,50.0152254578541
97.33065716,4340,30,30056,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,97.330630721993
369.75126856,4476,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,369.751307160147
78.29237617,4295,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,78.2924214159539
84.89499265,4292,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,84.89498040311749
48.13880228,4293,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,48.1388014315172
363.96375587,4473,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,363.963795666253
507.00578753,4474,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,507.00578861073205
548.71707924,4319,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,548.717062011752
305.28252241,4466,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,305.282518215963
1322.44704732,4459,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,1322.4470060532701
97.89602339,205,30,30047.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,97.89597672150128
60.46701293,968,12,16135,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,60.4670223323585
131.71599846,1664,10,10121,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,131.71605246452302
30.75942241,4548,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,30.7594318238022
96.8709095,4650,23,30040,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,96.87096282029
261.20364459,4544,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,261.203645676669
83.74781841,4534,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,83.7478481111605
114.65184487,4651,23,4.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,114.651781364333
122.97868064,4527,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,122.978628003728
80.2468587,4536,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,80.2468100290747
155.05857169,4546,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,155.05852467468702
177.91864503,72,23,1.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,177.918627495392
196.60809334,73,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,196.60810979586
60.10007209,969,12,16130,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,60.1000725352178
217.4938542,1490,23,30039.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,217.493919705931
37.01231472,372,23,30012.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,37.0123932858276
355.05971173,6511,10,10121,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,355.059700838463
78.24278469,971,12,16141,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,78.2427788456612
282.3773545,6516,10,10012,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,282.377376137527
50.09592808,1661,12,16142,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,50.096012213089594
118.61166888,1297,23,1.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,118.61162829293501
97.51733621,4494,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,97.5173437338652
290.97973592,4686,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,290.979743553001
270.24676508,4688,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,270.246819387261
484.94994705,4717,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,484.949976012915
119.73993556,279,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,119.739982669317
390.1530559,4720,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,390.15305468575804
1105.46363618,1973,1, ,unbekannt,unbekannt,Gemeindestrassen,,05_12_2017,1105.46358416459
142.73345029,793,12,16061,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,142.733434187887
438.35298388,5695,23,348,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,438.35296525865306
13.0479305,489,23,4,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,13.0479656238051
958.12318285,2750,1, ,unbekannt,unbekannt,Gemeindestrassen,,05_12_2017,958.123186211076
177.17891692,4223,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,177.178913006632
661.47477229,4219,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,661.4748050480081
7.52017462,4173,30,30059,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,7.52017461033984
148.57257736,4338,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,148.57253454704602
226.62672534,4241,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,226.626655443226
350.75984144,4281,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,350.759853973152
8.50209132,4312,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,8.50209122792692
119.18005041,433,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,119.180003145512
778.76571855,4247,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,778.7657640254861
