LENGTH,STRASS_ID,RICHTPLANT,STRADATNAM,UNTERHALT,EIGENTUM,STRASSTYP,UREG_TEXT,JAHR,SHAPE.LEN
43.89776823,4923,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,43.897770360932604
165.62044293,4818,30,30072,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,165.62050717828902
776.49835401,4919,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,776.4984213949291
87.44597277,4918,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,87.4459566699283
144.37914722,1201,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,144.37911724408
199.46585365,4850,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,199.46584073857701
13396.00189084,7439,950,90500,Limmattalbahn,Limmattalbahn,Stadtbahn geplant,,05_12_2017,13396.0018739421
73.81730978,4794,23,30013.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,73.8173422884356
420.61741301,688,10,10011,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,420.61747429773305
261.1437126,4819,23,30013.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,261.143693013511
386.47693351,1204,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,386.47688362545404
833.77085502,4614,23,300,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,833.770879454097
920.3101633,4613,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,920.310188114958
871.74693599,4826,23,295,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,871.746968597263
19.42625581,1422,12,16038,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,19.426294780706197
18.84512878,822,12,16037,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,18.8451554874732
201.39909461,1220,12,16006,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,201.39910647842402
119.7948849,5008,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,119.79490367670802
1224.35517762,4998,30,30095,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,1224.3551771149002
303.92787405,4977,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,303.927807256638
215.5491648,4979,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,215.549128485944
468.24023839,4874,23,30071.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,468.24024015787904
311.60356044,4908,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,311.603617703096
61.09341137,4931,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,61.0935215530485
264.86893447,4934,23,30071.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,264.868912314874
394.00857956,4975,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,394.008519901668
361.04512641,4877,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,361.045098741083
539.31386954,4598,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,539.313891215753
597.29866816,499,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,597.2986920503831
2010.19073886,4592,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,2010.1907843640502
334.35210044,4623,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,334.35210921937
157.69910637,4705,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,157.69910939828003
196.49652553,4708,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,196.496551306756
68.28508685,828,12,16042,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,68.28512112369971
766.7899402,4702,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,766.789899058885
714.7167771,5329,23,4.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,714.7167438711
606.43799263,695,10,10031,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,606.437972424258
151.07398645,7043,23,4.9,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,151.07399036615
114.24656942,402,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,114.24657447526002
996.83560233,5290,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,996.835619781068
754.59213406,5277,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,754.5921373762791
182.73606098,4988,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,182.73607418584803
186.13491174,4991,30,30095,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,186.134916894208
291.44383224,5019,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,291.443854549493
606.92452397,5020,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,606.924538011665
105.69563532,5022,30,30078,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,105.695640914695
863.2007513,5086,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,863.200688609273
414.80857759,236,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,414.808645588423
254.99635927,5193,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,254.996385902603
299.44123082,5237,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,299.44122213324204
704.05158581,5258,23,30018,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,704.051615103456
151.64742499,5246,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,151.647460467444
129.7924832,5227,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,129.79252366622302
99.29022889,5243,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,99.290247845647
75.50918724,4970,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,75.5091815490717
164.45146233,411,23,382.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,164.45153480309202
164.51671555,5083,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,164.51668569505802
263.81326207,4950,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,263.813265028338
76.23787874,5028,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,76.2378990761725
192.91749781,5080,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,192.91756171906403
109.91176365,4952,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,109.911757470614
163.9614809,5043,30,30091,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,163.961493854728
37.51396856,5062,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,37.5139501425803
45.60399977,5095,30,30050,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,45.604043341024095
38.12388577,5096,30,30050,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,38.1238857641768
69.20905609,5048,30,30067,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,69.2090560886363
134.41482141,5148,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,134.414854825306
101.75035357,5689,30,30068,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,101.75038209958701
78.20144329,5035,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,78.2014086502816
148.99324875,5140,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,148.993214546369
94.7793856,5173,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,94.7794356764465
26.00743236,5166,30,30094,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,26.0074455371739
105.39438809,5153,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,105.39443451228601
65.41537717,5151,30,30064.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,65.4154239575034
65.74517861,224,30,30049,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,65.74518819097639
128.71849572,4602,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,128.718607951425
233.26976591,4604,30,30048.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,233.269713935712
592.50654312,5130,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,592.5065159156371
379.85617353,4572,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,379.85620772567
303.71058522,4587,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,303.710650211265
71.98812743,4580,23,30034.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,71.9881538482427
39.3795227,1497,23,30034.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,39.37951550246
29.48772296,4564,23,30034,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,29.487735921396197
63.35883253,1493,23,30034,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,63.358725655002004
118.52623908,214,23,30022.4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,118.526232810979
20.33809072,231,30,30047,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,20.3380410868402
320.95598437,4450,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,320.95602118505604
320.10954689,4637,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,320.109514034725
195.47318301,4665,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,195.47320711914702
73.98295343,4552,30,30034,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,73.98298234573949
93.93714957,4648,23,30040,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,93.9372121636985
247.01908556,4692,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,247.019132784221
104.19392937,4696,30,30085,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,104.193944863382
314.01446251,4169,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,314.01443789369
885.19331712,4214,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,885.193333910864
27.33789771,5200,23,30012,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,27.3379163247677
165.18090592,4388,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,165.18091906145702
177.79084388,4343,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,177.79085420458202
102.59552818,4166,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,102.595502677703
185.14656659,4156,23,347,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,185.14667434384802
229.86085941,4359,23,347.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,229.860876820192
336.38096674,4202,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,336.380994345737
145.44989424,4197,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,145.449932708039
232.63918071,4201,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,232.63918293401102
196.06736314,4170,30,30057,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,196.06729820294
115.40928336,4205,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,115.409221976856
70.17139815,4372,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,70.17141897475071
126.06945404,4376,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,126.069518467699
94.08570299,4216,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,94.0856834026139
349.63622926,4283,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,349.63626492199705
223.51777944,4445,30,30047,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,223.517749778111
90.15135761,4403,30,30063,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,90.1513545523508
79.95101622,5210,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,79.95101647500469
219.94191653,4423,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,219.941926288973
76.76817789,4479,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,76.7681317973301
81.41376563,4339,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,81.4137478280725
232.61212772,4330,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,232.612099119278
240.76360271,4333,30,30051,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,240.76361489406304
115.70714488,4349,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,115.70716361494502
316.21650849,4299,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,316.216509259545
146.21044539,4342,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,146.210376960945
559.47017669,4306,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,559.470126752675
54.97975248,4326,30,30090.1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,54.9797829698505
264.94867198,4470,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,264.948612558824
226.33701178,212,23,17,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,226.337011884045
114.63077058,1491,23,30012.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,114.63070383505601
368.23482859,4677,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,368.234830710079
86.17919477,4525,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,86.17925935963031
191.53773232,4678,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,191.537768297327
62.84073883,4532,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,62.840765259523096
142.60578185,4545,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,142.60571723356702
145.45822143,281,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,145.45822798491702
39.48784382,395,23,30011,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,39.4877955148691
169.32569196,1492,23,30012.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,169.32574479886603
251.99548983,70,23,1.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,251.99555560002602
189.07234929,211,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,189.072380885206
139.1269649,4753,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,139.126979122937
24.74884415,365,23,30012.7,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,24.748885272193398
157.13074926,6513,10,10121,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,157.13077202851701
97.38956023,975,12,16134,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,97.38953779121519
691.10896124,4737,23,356,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,691.1088786549651
91.19173204,366,23,1.3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,91.19176585753759
103.92668279,973,12,16139,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,103.92670136677
86.57270812,6514,12,16140,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,86.57270812126649
66.71172983,379,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,66.7117947667427
290.38582818,4755,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,290.38582768808703
426.77725152,6515,10,10012,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,426.777252000516
288.23697855,362,30,1.3,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,288.236983836524
340.87608089,4743,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,340.876134307298
162.53025232,794,12,16062,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,162.53018425258801
101.71901181,795,12,16016,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,101.719054673786
475.96355275,585,10,10010,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,475.96364182665104
634.27784299,2766,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,634.2778340201021
5671.21150202,7437,50,50000,Glatttalbahn,Glatttalbahn,Stadtbahn,,05_12_2017,5671.21150461529
754.74507327,2762,23,356,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,754.7450744859331
393.29175931,4172,30,30059,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,393.29169047416303
428.91878073,4314,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,428.91878890164
85.34203465,4311,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,85.34204367534718
100.17429784,4317,30,30052,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,100.174266763298
123.54649429,4266,30,30090,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,123.546520101956
207.8924741,4280,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,207.89254146187602
351.56869237,4458,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,351.568700737554
693.76027844,4461,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,693.7602665201771
96.01751132,978,12,16131,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,96.01754160382359
344.09154461,383,30,1,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,344.091571517255
36.92695013,5967,23,K-001,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,36.9269418200374
212.30068708,2744,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,212.30063798912602
142.91490252,2763,23,356,UB1,Kanton,Hauptverkehrsstrassen (HVS) Kanton,I,05_12_2017,142.91487166998402
667.74028243,770,12,16075,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,667.7403290829841
915.63175989,1229,10,10510,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,915.631751786149
280.20595876,2735,30,588,UB1,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,I,05_12_2017,280.205988601683
1261.32142528,2733,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,1261.32133650653
602.72768655,6525,10,15101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,602.727733326431
188.28301871,1701,10,10101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,188.28300311502602
2006.7747504,4907,23,382,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,2006.7747388205403
512.71139298,4858,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,512.711338797549
911.35898098,4913,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,911.3589587478791
333.71283537,4853,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,333.712883805152
436.33275336,4901,30,30089,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,436.332798793303
342.55722279,4897,30,30023,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,342.557289792866
589.97364505,4914,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,589.973626309819
395.42951688,4813,30,30069,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,395.42948105388507
392.5141758,4800,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,392.51417642185106
238.3144934,4814,30,30069,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,238.31456324161502
229.6149744,4842,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,229.6149836291
133.90783704,4843,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,133.907824177911
810.12209702,4793,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,810.1220910544141
88.26362456,4785,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,88.2636066410755
190.73183738,421,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,190.73188463086802
45.86143524,4830,30,30023.2,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,45.8614839529861
122.77919107,960,12,16118,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,122.779189259856
148.28875124,819,12,16037,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,148.288751456998
824.67321462,602,10,10101,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,824.6732103702701
43.22594022,4994,30,30095,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,43.225900249271795
506.88197883,5017,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,506.88199596094904
43.28911878,4911,30,30023,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,43.2891900113488
271.7396155,4870,40,,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,271.739548043927
90.24369296,410,23,30024,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,90.2437085350328
79.41534864,417,23,1.1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,79.4153955742641
276.98479198,424,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,276.984828357052
873.12656077,4593,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,873.1265219253481
127.19370217,4599,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,127.193704498225
771.17699771,416,23,1,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,771.1769806251581
1232.58829128,4597,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,1232.5883028265
152.84739212,4575,30,30035,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,152.84738935998902
571.22362803,4633,30,30032,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,571.223696414416
84.19643905,4627,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,84.1964888303011
231.07554166,4630,30,30032,Stadt Zürich,Kanton,Regionale Verbindungsstrassen (RVS) Kanton,,05_12_2017,231.07560385007602
142.5980135,4629,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,142.59800944551301
207.16891593,825,12,16001,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,207.168971336868
71.9372673,21033,12,A1 R BUSN,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,71.93728583172991
2236.82707033,1676,10,10010,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,2236.8270252629104
54.16789175,7017,12,16161,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,54.1679251351757
93.47798628,7019,12,16496,Werkhof Urdorf,Nationalstrasse,HLS Bund Anschluss,GE VII,05_12_2017,93.4779862812871
11.462157,399,23,4,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,11.4621433780977
319.86417722,5275,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,319.864225282128
496.32327625,477,23,3,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,496.32328256813804
112.99325537,4981,23,4.2,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,112.99318012169199
1155.8906122,693,10,10031,Werkhof Urdorf,Nationalstrasse,Hochleistungsstrassen (HLS) Bund richtungsgetrennt,GE VII,05_12_2017,1155.89061729586
627.09922642,5269,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,627.099215280392
185.21050684,5263,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,185.210567636127
117.35842686,5248,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,117.358420839825
110.15074538,5215,23,30012,Stadt Zürich,Kanton,Hauptverkehrsstrassen (HVS) Kanton,,05_12_2017,110.150784471115
142.57470949,5242,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,142.57463132260202
87.75700564,5204,40, ,Gemeinde,Gemeinde,Gemeindestrassen,,05_12_2017,87.75706563022639
152.18197683,4980,1, ,unbekannt,unbekannt,Gemeindestrassen,,05_12_2017,152.181976652557
